# Phase 6 — exit criterion 2, captured 2026-09-01
#
#   "/version returns different digests on :443 and :8443 mid-deployment"
#
# Two consecutive deployments of genuinely different builds, after the fix for
# docs/phases/phase6/2026-08-31-blue-green-does-not-isolate.md. The colours
# alternate: the create landed in green, deploy-1 in blue, deploy-2 back in
# green. One alternation could be luck; two in opposite directions cannot.
#
# The criterion is the row where :443 and :8443 disagree, with prodRule and
# testRule on different colours and two targets in each group. It appears twice
# below, once per deployment.
#
# Sampled every ~14s. Hostname pinned to the ALB address with curl --resolve,
# because a rebuild creates a new ALB and a stale resolver reads exactly like an
# unstable rollout. Full tag compared, not git_sha, because a rebuild of the
# same commit shares the SHA.
#
# deploy-1: 0.1.6-6f24d09 → 0.1.5-25153bc — ALB bgd-us-east-1-prod-alb-121567266.us-east-1.elb.amazonaws.com (44.217.209.30)
TIME       blueTG greenTG :443           :8443          prodRule→              testRule→             
14:25:59   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:26:14   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:26:28   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:26:42   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:26:57   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:27:11   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:27:26   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:27:42   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:27:56   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:28:11   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:28:25   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:28:39   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:28:54   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:29:08   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:29:22   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:29:36   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:29:51   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:30:05   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:30:22   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:30:37   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:30:51   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:31:05   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:31:20   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:31:34   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:31:49   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:32:03   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:32:17   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:32:31   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:32:46   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:33:00   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:33:14   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:33:28   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:33:42   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:33:56   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:34:10   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:34:25   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:34:40   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:34:54   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:35:09   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:35:25   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:35:39   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:35:55   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:36:09   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:36:23   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:36:38   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:36:52   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:37:07   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:37:22   0      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:37:37   1      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:37:51   1      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:38:05   2      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    green                   
14:38:20   2      2      0.1.6-6f24d09  0.1.6-6f24d09  green                    blue                    
14:38:34   2      2      0.1.6-6f24d09  0.1.5-25153bc  green                    blue                    
14:38:48   2      2      0.1.6-6f24d09  0.1.5-25153bc  green                    blue                    
14:39:02   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:39:16   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:39:31   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:39:45   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:39:59   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:40:13   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:40:27   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:40:43   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:40:57   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:41:11   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:41:25   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:41:39   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:41:55   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:42:09   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:42:23   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:42:37   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:42:51   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:43:07   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:43:21   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:43:35   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:43:49   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:44:04   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:44:18   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:44:32   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:44:46   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:45:00   2      2      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:45:16   2      0      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:45:30   2      0      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:45:44   2      0      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:45:58   2      0      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
# deploy-2: 0.1.5-25153bc → 0.1.3-caa0d21 (expect BLUE → GREEN) — ALB bgd-us-east-1-prod-alb-121567266.us-east-1.elb.amazonaws.com (44.217.209.30)
TIME       blueTG greenTG :443           :8443          prodRule→              testRule→             
14:46:11   2      0      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:46:12   2      0      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:46:25   2      0      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
14:46:27   2      0      0.1.5-25153bc  0.1.5-25153bc  blue                     blue                    
